종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"054050","농우바이오","8670","-150","-1.70","432","20.07",,,"15198","0.57","200","2.31"
"069140","누리플랜","4905","-90","-1.80","146","33.60",,,"4998","0.98","0","0.00"
"040160","누리플렉스","4760","-65","-1.35","773","6.16",,,"6978","0.68","0","0.00"
"332290","누보","1500","-45","-2.91",,,,,"1959","0.77","0","0.00"
"348340","뉴로메카","12450","-800","-6.04",,,,,"1828","6.81","0","0.00"
"060260","뉴보텍","780","-15","-1.89",,,,,"387","2.02","0","0.00"
"012340","뉴인텍","2590","-30","-1.15","12","215.83",,,"925","2.80","0","0.00"
"214870","뉴지랩파마","11450","550","5.05",,,,,"934","12.26","0","0.00"
"270870","뉴트리","11000","50","0.46","2234","4.92",,,"10475","1.05","250","2.27"
"144960","뉴파워프라즈마","3540","-30","-0.84","562","6.30",,,"4943","0.72","50","1.41"
"085670","뉴프렉스","7430","260","3.63","105","70.76","799","9.30","2107","3.53","0","0.00"
"064260","다날","5000","-110","-2.15","843","5.93",,,"5075","0.99","0","0.00"
"093640","다믈멀티미디어","4735","85","1.83","196","24.16",,,"2584","1.83","0","0.00"
"340360","다보링크","881","-29","-3.19",,,,,"575","1.53","0","0.00"
"039560","다산네트웍스","3985","-210","-5.01",,,,,"4962","0.80","0","0.00"
"058730","다스코","4550","-235","-4.91",,,,,"7481","0.61","0","0.00"
"298870","다올인베스트먼트","3190","-230","-6.73","797","4.00",,,"3103","1.03","150","4.70"
"030210","다올투자증권","2800","-100","-3.45","2669","1.05",,,"10191","0.27","250","8.93"
"023590","다우기술","19200","-450","-2.29","8693","2.21",,,"45679","0.42","600","3.13"
"032190","다우데이타","30950","-1800","-5.50","3838","8.06",,,"24053","1.29","300","0.97"
"068240","다원시스","14200","-600","-4.05",,,,,"8424","1.69","50","0.35"
"145210","다이나믹디자인","3590","-195","-5.15",,,,,"7920","0.45","0","0.00"
"019680","대교","2615","50","1.95",,,"5","544.60","6083","0.43","80","3.06"
"019685","대교우B","1685","-70","-3.99",,,,,,,"90","5.34"
"006370","대구백화점","9820","-10","-0.10",,,,,"30511","0.32","100","1.02"
"008060","대덕","6210","-150","-2.36",,,,,"16976","0.37","300","4.83"
"00806K","대덕1우","9360","-40","-0.43",,,,,,,"305","3.26"
"353200","대덕전자","18900","-500","-2.58","1223","15.45","4344","4.35","13237","1.43","300","1.59"
"35320K","대덕전자1우","9910","-540","-5.17",,,,,,,"305","3.08"
"000490","대동","12950","-300","-2.26","1619","8.00",,,"16953","0.76","80","0.62"
"020400","대동금속","8930","-230","-2.51","832","10.73",,,"13714","0.65","60","0.67"
"008830","대동기어","6800","-110","-1.59","530","12.83",,,"7700","0.88","40","0.59"
"048470","대동스틸","4025","-110","-2.66","1463","2.75",,,"7736","0.52","50","1.24"
"008110","대동전자","9320","-330","-3.42","1015","9.18",,,"20487","0.45","250","2.68"
"004780","대륙제관","4300","-150","-3.37","478","9.00",,,"7671","0.56","100","2.33"
"005750","대림B&Co","3770","-25","-0.66","66","57.12",,,"9477","0.40","130","3.45"
"017650","대림제지","8800","-290","-3.19","2392","3.68",,,"23055","0.38","100","1.14"
"006570","대림통상","3570","-210","-5.56","19","187.89",,,"5032","0.71","0","0.00"
"007720","대명소노시즌","754","-27","-3.46",,,,,"1359","0.55","0","0.00"
"389260","대명에너지","17300","-450","-2.54","1583","10.93",,,"3764","4.60","0","0.00"
"317850","대모","13700","-400","-2.84","554","24.73",,,"5739","2.39","180","1.31"
"290670","대보마그네틱","63600","-1600","-2.45","688","92.44","3400","18.71","7860","8.09","0","0.00"
"078140","대봉엘에스","7990","-50","-0.62","619","12.91",,,"9993","0.80","50","0.63"
"001680","대상","21900","-450","-2.01","4001","5.47","3343","6.55","34063","0.64","800","3.65"
"001685","대상우","15650","50","0.32",,,,,,,"810","5.18"
"084690","대상홀딩스","7740","-40","-0.51","1450","5.34",,,"19055","0.41","240","3.10"
"084695","대상홀딩스우","8980","-70","-0.77",,,,,,,"250","2.78"
"036480","대성미생물","10300","-250","-2.37","227","45.37",,,"9738","1.06","75","0.73"
"128820","대성산업","3850","-125","-3.14",,,,,"12567","0.31","0","0.00"
"117580","대성에너지","9140","-680","-6.92","435","21.01",,,"11669","0.78","250","2.74"
"025440","대성엘텍","600","-3","-0.50",,,,,"345","1.74","0","0.00"
"027830","대성창투","2840","-155","-5.18","191","14.87",,,"1471","1.93","0","0.00"
"104040","대성파인텍","1575","-30","-1.87","31","50.81",,,"1786","0.88","0","0.00"
"129920","대성하이텍","8440","-470","-5.27","840","10.05","1243","6.79","2429","3.47","0","0.00"
"016710","대성홀딩스","109500","-4500","-3.95","1040","105.29",,,"29257","3.74","250","0.23"
"387310","대신밸런스제10호스팩","2880","70","2.49",,,,,,,"0","0.00"
"397500","대신밸런스제11호스팩","2045","75","3.81",,,,,,,"0","0.00"
"426670","대신밸런스제12호스팩","2410","45","1.90",,,,,,,"0","0.00"
"438220","대신밸런스제13호스팩","2040","5","0.25",,,,,,,"0","0.00"
"442310","대신밸런스제14호스팩","2025","0","0.00",,,,,,,"0","0.00"
"020180","대신정보통신","1315","-50","-3.66","53","24.81",,,"755","1.74","10","0.76"
"003540","대신증권","12900","-350","-2.64","9323","1.38","1706","7.56","39313","0.33","1400","10.85"
"003547","대신증권2우B","11300","-400","-3.42",,,,,,,"1400","12.39"
"003545","대신증권우","11600","-350","-2.93",,,,,,,"1450","12.50"
"045390","대아티아이","3125","-100","-3.10","71","44.01",,,"1476","2.12","0","0.00"
"009190","대양금속","3200","25","0.79","481","6.65",,,"2217","1.44","0","0.00"
"108380","대양전기공업","12000","-250","-2.04","951","12.62",,,"24321","0.49","100","0.83"
"006580","대양제지","3260","0","0.00","346","9.42",,,"6790","0.48","40","1.23"
"014160","대영포장","1530","-20","-1.29","97","15.77",,,"1622","0.94","0","0.00"
"047040","대우건설","4180","-90","-2.11","1180","3.54","1229","3.40","7817","0.53","0","0.00"
"009320","대우부품","1440","-10","-0.69",,,,,"734","1.96","0","0.00"
"042660","대우조선해양","18950","-300","-1.56",,,"1667","11.37","20672","0.92","0","0.00"
"003090","대웅","20350","-500","-2.40","1897","10.73",,,"17576","1.16","100","0.49"
"069620","대웅제약","158500","-3000","-1.86","2241","70.73","7726","20.52","51816","3.06","600","0.38"
"007680","대원","7020","-310","-4.23","2385","2.94",,,"24304","0.29","300","4.27"
"000430","대원강업","3390","-210","-5.83",,,"161","21.02","7461","0.45","100","2.95"
"048910","대원미디어","13850","-250","-1.77","470","29.47",,,"7469","1.85","0","0.00"
"005710","대원산업","5310","-80","-1.48","1634","3.25",,,"18556","0.29","125","2.35"
"006340","대원전선","1100","-30","-2.65","18","61.11",,,"1190","0.92","0","0.00"
"006345","대원전선우","2365","40","1.72",,,,,,,"0","0.00"
"003220","대원제약","18750","50","0.27","330","56.82","1829","10.25","10366","1.81","200","1.07"
"024890","대원화성","2325","-45","-1.90",,,,,"1742","1.33","0","0.00"
"290380","대유","3680","-95","-2.52","407","9.04",,,"4883","0.75","0","0.00"
"002880","대유에이텍","711","2","0.28",,,,,"822","0.86","0","0.00"
"290120","대유에이피","5390","-460","-7.86","743","7.25",,,"5723","0.94","200","3.71"
"000300","대유플러스","750","-31","-3.97",,,,,"857","0.88","0","0.00"
"120240","대정화금","16050","-450","-2.73","1177","13.64",,,"18829","0.85","300","1.87"
"003310","대주산업","2110","-95","-4.31","108","19.54",,,"1823","1.16","30","1.42"
"078600","대주전자재료","71000","900","1.28","1540","46.10","1935","36.70","8721","8.14","100","0.14"
"012800","대창","1205","-30","-2.43","338","3.57",,,"3187","0.38","30","2.49"
"015230","대창단조","8090","-380","-4.49","1029","7.86","1470","5.50","8239","0.98","135","1.67"
"096350","대창솔루션","304","-14","-4.40",,,,,"210","1.45","0","0.00"
"140520","대창스틸","2860","-135","-4.51","678","4.22",,,"4780","0.60","150","5.24"
"131220","대한과학","6840","-270","-3.80","524","13.05",,,"4378","1.56","60","0.88"
"010170","대한광통신","3315","-135","-3.91",,,,,"1401","2.37","0","0.00"
"060900","대한그린파워","640","-15","-2.29",,,,,"233","2.75","0","0.00"
"054670","대한뉴팜","8540","-270","-3.06","1118","7.64",,,"5876","1.45","80","0.94"
"001070","대한방직","51400","0","0.00","433","118.71",,,"38608","1.33","0","0.00"
"023910","대한약품","30600","-650","-2.08","3778","8.10","4800","6.38","33801","0.91","400","1.31"
"006650","대한유화","171500","-1000","-0.58","24277","7.06","10515","16.31","328546","0.52","3500","2.04"
