종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"017670","SK텔레콤","181000","-4500","-2.43","184000","185000","180000","369445","66971566000","14892084691000","82276711"
"007050","SNG21","19900","700","3.65","17150","19900","17150","4850","87891500","11697956300","587837"
"011810","STX","12200","-150","-1.21","12350","12500","12150","216754","2670936300","335819078800","27526154"
"077970","STX엔진","15850","-250","-1.55","16000","16350","15800","172470","2751361900","454527803050","28676833"
"067250","STX조선","18250","-250","-1.35","18150","18750","18150","78191","1439542750","545203620750","29874171"
"024070","WISCOM","4655","-175","-3.62","4850","4850","4360","153690","699674050","69945657600","15025920"
"000500","가온전선","17300","1100","6.79","16300","17300","16150","30440","521829500","67470000000","3900000"
"035250","강원랜드","20550","-250","-1.20","20500","20700","20300","359159","7366076450","4396477275000","213940500"
"000860","건설화학","13000","0","0.00","12750","13150","12600","8210","106190000","84500000000","6500000"
"000800","경남기업","13550","750","5.86","13000","13800","12950","195074","2615581200","186373854400","13754528"
"000805","경남기업(1우B)","28850","0","0.00","0","0","0","0","0","17540800000","608000"
"008020","경남에너지","2410","40","1.69","2340","2415","2335","58470","138478550","71811396600","29797260"
"002100","경농","6620","70","1.07","6150","6620","6150","24075","155970100","71799692500","10845875"
"012320","경동가스","31100","100","0.32","31050","31850","30750","2410","74849000","98524800000","3168000"
"009450","경동보일러","18450","650","3.65","17800","18500","17800","9150","168107500","42508800000","2304000"
"000050","경방","158000","2000","1.28","156500","159500","152000","2130","332161500","328640000000","2080000"
"012610","경인양행","15100","100","0.67","14700","15100","14600","8400","124290000","45300000000","3000000"
"009140","경인전자","10500","-400","-3.67","10350","10500","10350","870","9040500","16493368500","1570797"
"013580","계룡건설","30100","50","0.17","30050","30350","29750","23040","690650500","268820300700","8930907"
"012200","계양전기","2050","40","1.99","2010","2080","1995","291320","594849000","66830000000","32600000"
"012205","계양전기(1우)","1430","30","2.14","1430","1430","1430","110","157300","2002000000","1400000"
"027840","고덴시","2800","-35","-1.23","2870","2870","2800","195771","553794900","64584618000","23065935"
"004200","고려개발","38400","500","1.32","37200","38900","37100","10627","403945800","460800000000","12000000"
"002140","고려산업","3840","-70","-1.79","3915","3980","3835","30290","117640500","19153478400","4987885"
"003660","고려시멘트","13300","-50","-0.37","13300","13500","13000","5601","73290700","52638819800","3957806"
"010130","고려아연","51000","1500","3.03","49150","51700","49150","70601","3585927000","962370000000","18870000"
"002240","고려제강","25100","150","0.60","24900","25550","24700","9310","234550000","251000000000","10000000"
"002540","고제","270","15","5.88","260","275","260","4147760","1107519150","17274445830","63979429"
"084160","골든경매일호","4880","60","1.24","4880","4880","4880","20","97600","16287317200","3337565"
"009290","광동제약","3905","-15","-0.38","3940","3985","3875","1494060","5873124950","204703423155","52420851"
"017040","광명전기","955","25","2.69","925","980","915","2245176","2124558620","32320757375","33843725"
"017900","광전자","3655","-45","-1.22","3680","3745","3600","213760","782768400","53227395845","14562899"
"037710","광주신세계","137000","5000","3.79","135000","138000","131000","8816","1185564000","219200000000","1600000"
"064900","교보메리츠","5330","-20","-0.37","5290","5330","5290","660","3507400","89544000000","16800000"
"030610","교보증권","13350","700","5.53","12900","13550","12700","1319470","17470896600","480600000000","36000000"
"007690","국도화학","16450","-250","-1.50","16450","16650","16250","12221","201599950","95584633200","5810616"
"005320","국동","7410","-60","-0.80","7670","7670","7410","6720","50798800","14630304000","1974400"
"060000","국민은행","76500","0","0.00","77000","77000","75300","792934","60512170800","25733002374000","336379116"
"001140","국보","11900","500","4.39","11600","12200","11400","27500","320576500","12224917600","1027304"
"000680","국제상사","1430","0","0.00","0","0","0","0","0","44927335310","31417717"
"000685","국제상사(1우)","2835","0","0.00","0","0","0","0","0","104999895","37037"
"002720","국제약품","14000","-250","-1.75","13850","14150","13700","17440","241714500","35244720000","2517480"
"083420","그린소프트켐","16250","-100","-0.61","16550","16550","16050","6280","101643500","32500000000","2000000"
"000470","그린화재보험","9550","540","5.99","9020","9620","9020","28180","264831900","95500000000","10000000"
"015360","극동가스","28650","-150","-0.52","28700","29000","28650","2010","57793000","171900000000","6000000"
"014530","극동유화","8660","210","2.49","8370","8690","8310","2420","20627100","20351000000","2350000"
"002250","근화제약","17350","200","1.17","17600","17650","16900","30880","536019500","56560843850","3259991"
"086280","글로비스","60000","200","0.33","62000","62000","56100","351072","20819301800","2250000000000","37500000"
"014280","금강공업","8300","-190","-2.24","8380","8480","8270","30474","254066600","40304501200","4855964"
"014285","금강공업(1우)","6590","30","0.46","6690","6690","5610","1730","10645600","777455250","117975"
"008870","금비","47900","900","1.91","46400","48000","46400","70","3339000","47900000000","1000000"
"001570","금양","880","0","0.00","880","905","880","749286","665361030","25768495280","29282381"
"002990","금호산업","20450","550","2.76","19950","20800","19850","484210","9927113500","830739572900","40622962"
"002995","금호산업(1우)","10500","300","2.94","10200","10550","10150","31190","325588000","133428792000","12707504"
"011780","금호석유","19550","-100","-0.51","19800","19800","19350","51116","1002201050","497047938850","25424447"
"011785","금호석유(1우)","10900","-250","-2.24","11150","11600","10900","5310","59387500","32955997400","3023486"
"001210","금호전기","65000","1800","2.85","63200","66000","63200","86422","5610217200","390209365000","6003221"
"010050","금호종금","9130","90","1.00","8900","9160","8900","14500","131730500","71562117770","7838129"
"073240","금호타이어","15850","400","2.59","15500","15900","15500","340130","5345148500","1109500000000","70000000"
"009380","금호페이퍼텍","5840","30","0.52","5940","5940","5700","28490","163955100","42905352880","7346807"
"009385","금호페이퍼텍(1우B)","3025","40","1.34","2910","3035","2910","8360","24774850","7397731275","2445531"
"006070","기린","1095","-15","-1.35","1100","1125","1095","1466955","1616872800","49344239040","45063232"
"000270","기아차","26550","600","2.31","26000","26750","26000","2101711","55659449550","9218968580250","347230455"
"024110","기업은행","17550","50","0.29","17800","17900","17350","1209323","21258155750","7110410316750","405151585"
"014990","나산","13900","-150","-1.07","14050","14200","13800","7172","99502400","62929720200","4527318"
"014590","나자인","17950","-700","-3.75","19000","19000","17300","19070","349037000","31889987950","1776601"
"001260","남광토건","5550","20","0.36","5520","5590","5440","102605","566615350","81953642100","14766422"
"001265","남광토건(1우B)","15200","0","0.00","0","0","0","0","0","28209953600","1855918"
"008350","남선알미늄","3920","90","2.35","3900","3945","3710","320807","1242930090","27930862400","7125220"
"008355","남선알미늄(1우)","7100","140","2.01","7980","7980","6320","260","1791200","218601900","30789"
"069470","남선홈웨어","1940","250","14.79","1815","1940","1740","4007970","7456096950","34084480800","17569320"
"004270","남성","12100","400","3.42","10700","12950","10700","14260","174401500","43816713600","3621216"
"003920","남양유업","574000","-6000","-1.03","572000","580000","571000","370","212988000","413280000000","720000"
"003925","남양유업(1우)","263000","0","0.00","0","0","0","0","0","43832106000","166662"
"002070","남영L&F","26000","300","1.17","25100","26300","25100","270","6938000","35713314000","1373589"
"001950","남한제지","7060","-80","-1.12","7070","7380","7050","14450","103167500","44426913840","6292764"
"001955","남한제지(1우)","3380","-115","-3.29","3380","3525","3380","1400","4763250","1859000000","550000"
"025860","남해화학","2610","-25","-0.95","2640","2640","2595","321177","839892070","129661780230","49678843"
"004250","내쇼날푸라스","10250","-150","-1.44","11000","11000","9850","2730","27591700","37638000000","3672000"
"004255","내쇼날푸라스(1우)","9940","-160","-1.58","9570","10250","9470","850","8224600","5248320000","528000"
"005720","넥센","21200","0","0.00","21000","21400","21000","16300","345410500","56772328000","2677940"
"005725","넥센(1우)","10750","-1250","-10.42","10750","10750","10750","10","107500","3870645000","360060"
"002350","넥센타이어","21150","-450","-2.08","21250","22150","21050","30574","658058100","200756349900","9492026"
"002355","넥센타이어(1우B)","11000","650","6.28","11000","11000","11000","10","110000","7150000000","650000"
"006280","녹십자","57200","-1500","-2.56","59400","59700","56700","13780","795762000","515456484400","9011477"
"005250","녹십자홀딩스","72500","-3500","-4.61","76100","76100","72100","6212","455902000","338867465000","4674034"
"005255","녹십자홀딩스(1우)","35300","-1300","-3.55","31150","39000","31150","120","3995000","5727919200","162264"
"005257","녹십자홀딩스(2우B)","36500","2500","7.35","34000","38000","34000","70","2445000","2957595000","81030"
"004370","농심","280000","2000","0.72","278000","284000","276500","6935","1946983500","1615980240000","5771358"
"072710","농심홀딩스","80000","-1200","-1.48","80700","80700","80000","6784","542986000","362234480000","4527931"
"023590","다우기술","5800","100","1.75","5850","6050","5730","1122770","6590349400","232000000000","40000000"
"009280","다함이텍","23500","500","2.17","23150","24000","23000","6290","146974500","93682585500","3986493"
"015590","대경기계","15300","200","1.32","14900","15550","14850","57742","880637100","83752031700","5473989"
"019680","대교","78800","300","0.38","78500","79800","78500","11022","868808600","667458458000","8470285"
"019685","대교(1우B)","45000","3000","7.14","42800","45150","42000","6780","298967500","87421455000","1942699"
"016710","대구가스","12500","650","5.49","11700","12650","11700","160280","1928541000","196625000000","15730000"
"006370","대구백화점","19200","300","1.59","18650","19450","18650","56202","1079256400","207774931200","10821611"
"006375","대구백화점(1우)","65800","-2200","-3.24","65800","68100","65800","60","4037000","281755600","4282"
"005270","대구은행","15300","-300","-1.92","15500","15600","15050","1213824","18511538400","2021512500000","132125000"
"004130","대덕GDS","10400","-400","-3.70","10900","10900","10400","93331","989556900","209701575200","20163613"
"004135","대덕GDS(1우)","5810","-20","-0.34","5710","5830","5700","1670","9545000","12549600000","2160000"
"004137","대덕GDS(2우B)","8290","0","0.00","0","0","0","0","0","3415480000","412000"
"008060","대덕전자","9100","50","0.55","9020","9130","8940","320259","2884653800","444046330000","48796300"
"012510","대동","3080","-420","-12.00","3470","3590","2980","817881","2604761480","32986800000","10710000"
"000490","대동공업","11550","250","2.21","11300","12350","11300","20941","242050800","54812165100","4745642"
"008110","대동전자","2075","-10","-0.48","2070","2140","2040","94400","196181650","20750000000","10000000"
"000210","대림산업","72000","900","1.27","72000","72000","69500","94090","6647462000","2505600000000","34800000"
"000215","대림산업(1우)","48500","2550","5.55","44000","48500","44000","18650","849121500","184300000000","3800000"
"003960","대림수산","16500","-100","-0.60","16400","16550","16100","16630","271092000","86841067500","5263095"
"003965","대림수산(1우)","42000","1000","2.44","38700","42000","38700","130","5427000","158760000","3780"
"005750","대림요업","2215","-10","-0.45","2225","2250","2175","63627","140714805","33225000000","15000000"
"006570","대림통상","4900","-130","-2.58","5000","5160","4900","4910","24327250","105350000000","21500000"
"001680","대상","14450","700","5.09","13700","14650","13500","547919","7761593550","366020609700","25330146"
"001685","대상(1우)","6310","60","0.96","6250","6440","6200","12130","75974800","8646107130","1370223"
"001687","대상(2우B)","10550","0","0.00","10350","10700","10050","780","8194000","10489643450","994279"
"036580","대상팜스코","2720","70","2.64","2635","2760","2635","127452","342670740","83058020640","30536037"
"036585","대상팜스코(1우B)","1705","-90","-5.01","1725","1810","1635","2490","4341150","1912605915","1121763"
"084690","대상홀딩스","5240","260","5.22","4980","5240","4930","148880","755809150","172766027840","32970616"
"084695","대상홀딩스(1우)","2930","50","1.74","2880","2945","2800","3270","9459400","2676502260","913482"
"084697","대상홀딩스(2우B)","4060","-265","-6.13","4020","4185","3905","400","1646000","2691183180","662853"
"005620","대성산업","55000","6500","13.40","49500","55000","49500","41060","2140684000","282266050000","5132110"
"003540","대신증권","22600","700","3.20","22200","23100","21700","1791477","40488646100","1147478840000","50773400"
"003545","대신증권(1우)","17000","1000","6.25","16250","17300","15900","250380","4206468000","442000000000","26000000"
"009190","대양금속","1440","-30","-2.04","1475","1475","1425","261870","376951150","39286080000","27282000"
"014160","대영포장","175","-5","-2.78","180","185","175","9578045","1719230430","41558007225","237474327"
"047040","대우건설","13400","200","1.52","13250","13600","13200","1971875","26422888500","4546492083600","339290454"
"047050","대우인터내셔","38250","1150","3.10","36900","41400","36250","5222051","203227539500","3633320682000","94988776"
"064960","대우정밀","18650","100","0.54","18200","19100","17800","46786","880361900","180336044450","9669493"
"042660","대우조선해양","27550","1050","3.96","26500","27600","26500","834263","22684396050","5272815382900","191390758"
"006800","대우증권","18600","700","3.91","18300","19100","17750","14745497","274474013150","3535876572600","190100891"
"006805","대우증권(1우)","13750","950","7.42","13300","13750","13100","534135","7218715750","193541562500","14075750"
"004550","대우차판매","23900","1800","8.14","22600","24000","22450","915765","21384502500","699792000000","29280000"
"004555","대우차판매(1우)","12800","450","3.64","12450","12950","12450","3410","43096500","12800000000","1000000"
"003090","대웅","23400","-400","-1.68","23400","24050","22050","31030","713923500","147371468400","6297926"
"069620","대웅제약","39000","200","0.52","38800","39500","38550","25216","981060000","385262982000","9878538"
"000430","대원강업","25950","1150","4.64","25450","26050","24600","34610","881996500","155700000000","6000000"
"006340","대원전선","3700","-30","-0.80","3770","3795","3670","33890","126022250","19400284000","5243320"
"006345","대원전선(1우)","2535","-215","-7.82","2550","2795","2535","480","1275050","664474200","262120"
"006347","대원전선(2우B)","6400","200","3.23","6400","6400","6390","230","1471400","285184000","44560"
"003220","대원제약","7510","-90","-1.18","7500","7620","7420","53020","398186600","44644283950","5944645"
"024890","대원화성","8100","90","1.12","8190","8880","8050","800","6748400","20678733000","2552930"
"001190","대유","3050","-250","-7.58","3245","3490","2910","565850","1762571800","39005882700","12788814"
"002880","대유디엠씨","1950","-10","-0.51","1960","1990","1885","210420","407444450","36952911450","18950211"
"012800","대창공업","5660","-40","-0.70","5520","5800","5520","15950","90144600","42132383440","7443884"
"012805","대창공업(1우)","144500","0","0.00","0","0","0","0","0","30923000","214"
"015230","대창단조","14300","-200","-1.38","15000","15000","14000","10870","154877500","28600000000","2000000"
"026870","대한가스","27800","0","0.00","27300","27800","27200","8552","237147100","269660000000","9700000"
"001070","대한방직","36550","700","1.95","35650","37300","35100","15300","552334500","38743000000","1060000"
"006650","대한유화","24150","-650","-2.62","24500","24750","24150","6020","146561000","198030000000","8200000"
"007480","대한은박지","9520","-300","-3.05","9680","9870","9520","4800","46705000","9520000000","1000000"
"001440","대한전선","25850","200","0.78","25650","26150","25100","692772","17859318700","1133453196150","43847319"
"084010","대한제강","23800","1450","6.49","22350","24000","22300","51887","1200320000","113281931000","4759745"
"001790","대한제당","25500","-500","-1.92","25650","26300","25100","14450","368029500","80832067500","3169885"
"001795","대한제당(1우)","16900","100","0.60","16900","16900","16900","10","169000","4564943500","270115"
"001130","대한제분","129500","-500","-0.38","130000","132000","128000","5737","749702000","218855000000","1690000"
"000120","대한통운","79500","600","0.76","80000","80000","78900","217770","18411532000","879179529000","11058862"
"004540","대한펄프","4200","0","0.00","4200","4285","4100","75780","315929000","86937803400","20699477"
"004545","대한펄프(1우)","1930","25","1.31","1950","1950","1900","2180","4152400","1766722000","915400"
"003490","대한항공","31900","250","0.79","31450","32100","31000","455670","14403552800","2274133008400","71289436"
"003495","대한항공(1우)","17400","400","2.35","17000","17450","16550","1730","29350500","23997679800","1379177"
"005880","대한해운","25800","-200","-0.77","26000","26500","25550","42370","1096099500","258000000000","10000000"
"003830","대한화섬","56000","200","0.36","56100","56800","54000","6682","367919000","74368000000","1328000"
"000400","대한화재","11950","500","4.37","11600","12400","11450","68230","815900000","100499500000","8410000"
"016090","대현","1700","0","0.00","1705","1705","1620","685906","1134991350","76979927000","45282310"
"069460","대호에이엘","2200","115","5.52","2040","2250","2010","1419472","3064930700","59696645800","27134839"
"004830","덕성","5630","-120","-2.09","5700","5780","5630","167063","947304530","88278400000","15680000"
"004835","덕성(1우)","2110","20","0.96","2060","2130","2050","9580","19966600","2937120000","1392000"
"024900","덕양산업","10700","-200","-1.83","11000","11000","10600","1920","20606000","34844528600","3256498"
"015940","데이콤","13800","500","3.76","13150","13800","13150","955291","12975996800","881560325400","63881183"
"001620","동국실업","6530","130","2.03","6540","6680","6320","5090","33189100","17196441560","2633452"
"001230","동국제강","16050","50","0.31","16100","16300","15900","464504","7484565700","1152779854500","71824290"
"023450","동남합성","17000","0","0.00","16050","17000","15300","2473","40107500","18109573000","1065269"
"004140","동방","17800","200","1.14","17600","18300","17600","11720","210039500","66216000000","3720000"
"007590","동방아그로","3035","-10","-0.33","3045","3060","2990","9980","30084800","41329346195","13617577"
"007595","동방아그로(1우)","157500","0","0.00","0","0","0","0","0","39375000","250"
"005960","동부건설","19550","-150","-0.76","19900","20500","19400","232885","4614484750","426001244750","21790345"
"005965","동부건설(1우)","13550","-150","-1.09","13700","13700","12600","590","7890500","45289045750","3342365"
"001830","동부아남반도체","1955","0","0.00","0","0","0","0","0","413043805820","211275604"
"001835","동부아남반도체(1우)","1665","0","0.00","0","0","0","0","0","3729999600","2240240"
"001837","동부아남반도체(2우B)","3670","0","0.00","0","0","0","0","0","1233252120","336036"
"012030","동부정밀","15150","200","1.34","15150","15150","15150","10","151500","60600000000","4000000"
"016380","동부제강","10200","50","0.49","10250","10350","10050","81015","826830500","278277481200","27282106"
"016385","동부제강(1우)","6970","-50","-0.71","6820","7300","6820","6310","43369600","17880489500","2565350"
"016610","동부증권","13550","350","2.65","13350","13900","13100","503410","6847804500","200530244000","14799280"
"000990","동부한농","16700","150","0.91","16200","16750","16200","39516","650960900","165815051500","9929045"
"005830","동부화재","20450","850","4.34","19800","20600","19800","2033659","41252823050","1447860000000","70800000"
"083350","동북아10호","4645","55","1.20","0","0","0","0","0","7365390700","1585660"
"083360","동북아11호","4690","40","0.86","0","0","0","0","0","7436745400","1585660"
"083370","동북아12호","4690","0","0.00","0","0","0","0","0","7436745400","1585660"
"083380","동북아13호","4670","35","0.76","0","0","0","0","0","7405032200","1585660"
"083390","동북아14호","4685","175","3.88","4685","4685","4685","10","46850","7428817100","1585660"
"084240","동북아15호","4650","0","0.00","0","0","0","0","0","8877115050","1909057"
"078420","동북아1호","5050","40","0.80","0","0","0","0","0","16271100000","3222000"
"080030","동북아2호","4850","0","0.00","4850","4850","4830","12940","62593900","15336670000","3162200"
"080960","동북아3호","4680","20","0.43","4680","4680","4680","503","2354040","19200168000","4102600"
"080970","동북아4호","4650","30","0.65","4650","4650","4650","500","2325000","19077090000","4102600"
"080980","동북아5호","4700","15","0.32","4700","4710","4700","10830","51002650","19282220000","4102600"
"080410","동북아6호","5000","0","0.00","5000","5000","5000","1000","5000000","13792000000","2758400"
"082110","동북아8호","4580","0","0.00","4650","4650","4580","656","3008980","10905896000","2381200"
"083120","동북아9호","5000","-300","-5.66","0","0","0","0","0","9447700000","1889540"
"010780","동서산업","21100","-2650","-11.16","23750","24200","20200","532208","11185282600","165604953600","7848576"
"002210","동성제약","8130","60","0.74","8070","8130","7920","23790","191495400","28617014640","3519928"
"005190","동성화학","8900","-60","-0.67","8950","9000","8900","7694","68738900","33940648400","3813556"
"006600","동신제약","21000","0","0.00","20700","21700","20700","32110","673293500","101583846000","4837326"
"006605","동신제약(1우)","10300","200","1.98","10200","10300","9800","1030","10497500","1796320000","174400"
"058730","동아에스텍","2830","-45","-1.57","2860","2900","2830","26620","76061000","27734000000","9800000"
"000640","동아제약","87000","1800","2.11","85200","87000","84000","123886","10601152000","842769000000","9687000"
"007340","동아타이어","6150","0","0.00","5870","6250","5770","11166","68136900","145921173000","23727020"
"005900","동양건설","49500","1600","3.34","46300","49500","46300","3180","155305500","123216786000","2489228"
"084670","동양고속","18250","-200","-1.08","18300","18400","18200","9040","165232000","18555267750","1016727"
"013570","동양기전","5620","-80","-1.40","5770","5770","5550","442046","2484190120","143217775800","25483590"
"001520","동양메이저","6150","80","1.32","6120","6330","6000","430400","2645272400","230185810050","37428587"
"001525","동양메이저(1우)","2520","20","0.80","2565","2565","2470","24610","61975600","15704216640","6231832"
"001527","동양메이저(2우B)","3495","100","2.95","3395","3590","3395","10220","35832650","10890126420","3115916"
"002900","동양물산","6580","80","1.23","6460","6600","6460","14680","96167200","43025896200","6538890"
"027390","동양백화점","15700","300","1.95","15450","15900","15200","7710","118943500","94200000000","6000000"
"002710","동양석판","19700","100","0.51","19800","19800","19600","160","3148500","47280000000","2400000"
"010060","동양제철화학","27050","150","0.56","26700","27250","26300","128975","3443755750","505356837150","18682323"
"003470","동양종금증권","10000","540","5.71","9690","10050","9450","3759757","37085397640","970902980000","97090298"
"003475","동양종금증권(1우)","5920","320","5.71","5750","5940","5610","353128","2060090660","76440295040","12912212"
"008970","동양철관","700","10","1.45","705","720","695","3007029","2126120600","44496092900","63565847"
"008975","동양철관(1우)","14200","100","0.71","14800","14800","14200","30","438000","329298000","23190"
"003580","동원","13150","-50","-0.38","13250","13450","13100","34470","455421500","48973348350","3724209"
"049770","동원F&B","56400","0","0.00","55700","56800","55700","781","44049400","176766116400","3134151"
"018500","동원금속","5650","40","0.71","5620","5880","5440","53462","302264100","49433516750","8749295"
"006040","동원산업","34500","550","1.62","33900","34500","33250","5910","200918500","88756080000","2572640"
"030720","동원수산","9700","-70","-0.72","9670","9880","9670","83270","809797200","28746066400","2963512"
"014820","동원시스템즈","2600","100","4.00","2565","2770","2535","3302020","8784136685","313218256000","120468560"
"014825","동원시스템즈(1우)","1435","55","3.99","1435","1525","1400","28922","41663120","3807887300","2653580"
