종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"005760","ACTS","1010","110","12.22","935","1035","910","11935430","11573777050","42596085420","42174342"
"001460","BYC","57300","-7000","-10.89","64500","65000","57300","3300","196893000","35790439500","624615"
"001465","BYC(1우)","33400","-100","-0.30","33500","34600","32450","1550","51052500","7193859000","215385"
"014820","EASTEL","3030","130","4.48","2960","3080","2915","469160","1407022350","72170236800","23818560"
"014825","EASTEL(1우)","1660","60","3.75","1555","1720","1555","27190","44900750","4404942800","2653580"
"014827","EASTEL(2우B)","6900","90","1.32","6980","6980","6510","3080","20855300","882234000","127860"
"001370","FNC코오롱","6800","350","5.43","6550","7390","6500","97860","671176000","78081734400","11482608"
"001375","FNC코오롱(1우)","3955","515","14.97","3450","3955","3450","31800","120846750","2865860235","724617"
"014040","GPS","2825","85","3.10","2750","2880","2715","102990","289786400","14893953700","5272196"
"014045","GPS(1우B)","5600","-980","-14.89","5600","5600","5600","15670","87752000","7392000000","1320000"
"004020","INI스틸","3950","45","1.15","3950","4065","3900","232520","928125100","480207689650","121571567"
"004025","INI스틸(1우B)","3450","0","0.00","3500","3500","3370","280","961850","3216769650","932397"
"017300","KDS","520","25","5.05","500","535","500","794680","412589250","26840117720","51615611"
"006200","KEC","24500","700","2.94","24000","24650","24000","96390","2351964500","192481163000","7856374"
"008480","KEP전자","2650","20","0.76","2630","2730","2590","614250","1633961500","18707341100","7059374"
"008485","KEP전자(1우B)","2505","20","0.80","2470","2560","2470","179130","449233400","3006000000","1200000"
"018590","KNC","1160","65","5.94","1100","1175","1090","205060","232118850","10777579720","9291017"
"030210","KTB네트워크","4200","135","3.32","4105","4270","4105","299220","1260843700","253319186400","60314092"
"003550","LGCI","8200","100","1.23","8200","8330","8020","958220","7824511200","308077878600","37570473"
"003555","LGCI(1우)","5610","-100","-1.75","5750","5750","5600","51070","288557100","13251717600","2362160"
"017940","LG가스","13750","-500","-3.51","14350","14400","13700","72950","1009123000","94325000000","6860000"
"006360","LG건설","14100","600","4.44","13700","14250","13550","747260","10398745000","719100000000","51000000"
"010120","LG산전","1960","65","3.43","1940","1980","1910","622810","1211722800","254066148560","129625586"
"001120","LG상사","3930","-65","-1.63","3960","4000","3900","2596480","10219691100","267240000000","68000000"
"051900","LG생활건강","28900","1100","3.96","27800","29300","27800","183690","5297474500","451365893300","15618197"
"051905","LG생활건강(1우)","13500","0","0.00","13500","13600","13300","13530","181797500","28345909500","2099697"
"012990","LG석유화학","8930","-220","-2.40","9010","9150","8900","314120","2816245700","403636000000","45200000"
"035000","LG애드","15000","1000","7.14","14000","15200","14000","110840","1636397000","176593500000","11772900"
"006260","LG전선","14400","350","2.49","14300","14650","14300","414510","5996024000","463680000000","32200000"
"002610","LG전자","24800","800","3.33","24300","25150","24300","1474340","36500875500","3846928136000","155118070"
"002615","LG전자(1우)","12600","-100","-0.79","13000","13050","12450","350050","4437281000","240603892200","19095547"
"005940","LG투자증권","14900","400","2.76","14900","15100","14600","3336930","49638020500","1863863648000","125091520"
"005945","LG투자증권(1우)","8180","270","3.41","8080","8210","8010","805100","6548613300","162544518240","19870968"
"002550","LG화재","4200","210","5.26","4050","4350","4000","3577330","15021308450","252000000000","60000000"
"051910","LG화학","21750","750","3.57","21300","22000","21300","315330","6849427000","1401245142000","64425064"
"051915","LG화학(1우)","11000","1200","12.24","9680","11000","9460","197550","1999893200","95273761000","8661251"
"008260","NI테크","5120","-180","-3.40","5200","5330","5100","17520","91042900","14554547200","2842685"
"007700","NSF","3210","60","1.90","3200","3220","3100","140820","444803900","49246086600","15341460"
"010950","S-Oil","21900","700","3.30","21500","22000","21300","155640","3390783500","2465563144800","112582792"
"010955","S-Oil(1우)","18000","-500","-2.70","18600","18850","17950","5830","105597000","19893744000","1105208"
"009160","SIMPAC","5260","0","0.00","5250","5260","5170","14030","73146500","13676000000","2600000"
"025530","SJM","4200","240","6.06","3900","4200","3900","238470","969136400","71400000000","17000000"
"003600","SK","14950","850","6.03","14200","14950","14150","1161910","16995385000","1897795188900","126942822"
"003605","SK(1우)","8200","0","0.00","8270","8300","8170","11880","97506300","16468437200","2008346"
"011790","SKC","11900","1400","13.33","10600","11900","10600","474090","5348513000","384251000000","32290000"
"018670","SK가스","12200","-300","-2.40","12500","12650","12200","131530","1621233500","105269713000","8628665"
"001740","SK글로벌","8460","260","3.17","8000","8500","8000","148790","1246600700","813826882260","96197031"
"001745","SK글로벌(1우)","4040","30","0.75","4010","4150","4000","3090","12530350","8352700000","2067500"
"001510","SK증권","2390","105","4.60","2310","2390","2310","5585650","13149898350","765080038690","320117171"
"001515","SK증권(1우)","4150","-20","-0.48","4170","4310","4100","928480","3890265350","16236933100","3912514"
"006120","SK케미칼","7000","160","2.34","6840","7090","6830","232070","1617092800","124288759000","17755537"
"006125","SK케미칼(1우)","4050","-130","-3.11","4150","4200","4010","88340","359924500","10882435050","2687021"
"017670","SK텔레콤","268000","18000","7.20","250500","270000","250500","292005","76671240000","23892915560000","89152670"
"007050","SNG21","11700","200","1.74","11800","12300","11500","4210","50016000","6877692900","587837"
"011810","STX","3565","165","4.85","3400","3565","3360","71920","250670350","70013259595","19639063"
"011815","STX(1우)","41050","0","0.00","0","0","0","0","0","1231500000","30000"
"024070","WISCOM","3080","20","0.65","3060","3100","2960","51330","154932600","44076032000","14310400"
"009840","갑을","800","35","4.58","755","875","755","56760","47023800","4805115200","6006394"
"010460","개발리스","1100","20","1.85","1080","1125","1060","122440","134159000","28268865900","25698969"
"000860","건설화학","19600","-100","-0.51","19200","20000","19200","4000","78698500","19114233600","975216"
"012720","건영","2230","-20","-0.89","2290","2290","2130","183880","406933900","45727974140","20505818"
"001390","경기화학","1850","-40","-2.12","1890","1890","1830","21110","39522800","13268758700","7172302"
"000800","경남기업","3180","20","0.63","3200","3385","3160","174070","563163900","41394425700","13017115"
"000805","경남기업(1우B)","36250","0","0.00","0","0","0","0","0","110200000000","3040000"
"001670","경남모직","1130","15","1.35","1130","1130","1090","29730","32942400","2399806990","2123723"
"001675","경남모직(1우)","1180","-15","-1.26","1130","1195","1095","21850","24418400","905367980","767261"
"008020","경남에너지","1185","-20","-1.66","1205","1225","1180","195860","233206950","35309753100","29797260"
"006610","경남은행","525","0","0.00","0","0","0","0","0","27195001575","51800003"
"002100","경농","10500","-200","-1.87","10700","11000","10500","810","8537000","20958504000","1996048"
"002105","경농(1우)","300000","0","0.00","0","0","0","0","0","100800000","336"
"012320","경동가스","14000","0","0.00","13800","14000","13800","8550","118941000","44352000000","3168000"
"009450","경동보일러","15300","-150","-0.97","15400","15650","15250","16460","253423000","35251200000","2304000"
"000050","경방","22400","650","2.99","21700","22500","21700","540","11947500","35713708800","1594362"
"012610","경인양행","15300","300","2.00","15250","15350","15000","9460","143392500","37944000000","2480000"
"009140","경인전자","8000","-70","-0.87","7810","8000","7810","730","5806600","12566376000","1570797"
"002050","경향건설","8510","300","3.65","7110","9400","7110","18090","149386000","1338869790","157329"
"002055","경향건설(1우)","24000","3050","14.56","17850","24050","17850","3420","72914000","414000000","17250"
"013580","계룡건설","9000","100","1.12","8990","9100","8750","54560","487929800","80378163000","8930907"
"011840","계몽사","2085","10","0.48","2100","2145","2010","4110190","8526777500","114745712775","55033915"
"012200","계양전기","1470","-5","-0.34","1455","1480","1450","442630","650235100","47922000000","32600000"
"012205","계양전기(1우)","1685","185","12.33","1505","1725","1500","108660","172276150","2359000000","1400000"
"027840","고덴시","1995","30","1.53","2010","2020","1970","262890","524053550","46016540325","23065935"
"004200","고려개발","7590","400","5.56","7110","7590","7110","162500","1184682000","45540000000","6000000"
"002140","고려산업","1840","35","1.94","1800","1930","1800","49140","92016850","5262400000","2860000"
"011160","고려산업개발","275","0","0.00","0","0","0","0","0","22991442925","83605247"
"003660","고려시멘트","15850","2050","14.86","15850","15850","15850","5110","80993500","2323530750","146595"
